"","Bcells","CAFs","CD4_Tcells","CD8_Tcells","Endothelial","Macrophages","NKcells","otherCells"
"19127FL-02-23_S19_L002",0.00992013125553206,0.135711816073079,0.0785090404266359,0.0222700140634317,0.0322727190354392,0.021152991633018,4.87426438061329e-09,0.7001632826386
"19127FL-02-59_S90_L008",0.0035656492852863,0.0147405180217237,0.0885636216216659,0.0331574449701343,0.0278469185654763,0.00833060915119952,2.91153446489554e-10,0.823795238093361
"19127FL-02-88_S68_L006",0.0300975529836529,0.0302705226409023,0.150341899572231,0.0248669134917621,0.0564218463570224,0.0194606135618168,6.60758704222245e-09,0.688540644785025
"19127FL-02-33_S63_L006",0.000882895185914304,0.0437754750871143,0.150060025299879,0.0257311360106153,0.0728471277182879,0.00680079316175594,6.17543557614532e-10,0.69990254691889
"19127FL-02-89_S89_L008",2.96164490684777e-06,0.0942633438467312,0.132524884034075,0.127003577000882,0.0176464697513285,0.220455850495572,0.00165032487971893,0.406452588346786
"19127FL-02-45_S100_L008",0.0435398577264645,0.0338803584875408,0.184199622581467,0.0334073991237179,0.0471861289963561,0.0139429621209783,1.78611799687406e-08,0.643843653102295
"19127FL-02-83_S56_L005",0.016472987166644,0.0343400221982209,0.144668152577986,0.039781024771047,0.0359057075256227,0.0223737806265223,1.4985686973172e-09,0.706458323635389
"19127FL-02-60_S101_L008",0.00609197036772168,0.324521555393881,0.150579426108138,0.0271525784681959,0.0546326812406319,0.034315760256111,1.57518588341305e-09,0.402706026590135
"19127FL-02-42_S644_L008",0.00763387828419699,0.264725495522581,0.170341060142266,0.0118615557585105,0.0523096031697566,0.04591788136558,5.61576935442301e-09,0.44721052014134
"19127FL-02-15_S15_L002",0.0240330037318302,0.224027941117908,0.286337798464025,0.0107706592923374,0.0735553588378316,0.0463649048195882,1.64608600013479e-09,0.334910332090393
"19127FL-02-11_S25_L003",0.00354082468935145,0.00723068199821839,0.172121462075314,0.0409310240152911,0.0225412056015168,0.00319261426090437,9.51640249462295e-12,0.750442187349888
"19127FL-02-61_S29_L003",0.00395950476627088,0.00899997893787568,0.0923195746068328,0.0346232473245696,0.0321978371184729,0.00803289106055745,7.23294357321283e-12,0.819866966178188
"19127FL-02-62_S80_L007",0.0223834220760524,0.0553475117818175,0.159625128029994,0.0637261564131362,0.0483770005800155,0.0598847364260777,1.01852060546488e-09,0.590656043674386
"19127FL-02-75_S79_L007",0.00980487941229513,0.0173413808712525,0.0563256203966792,0.0569727962085284,0.0185693646766332,0.0138426318792511,1.29437466803362e-09,0.827143325260986
"19127FL-02-26_S642_L008",0.00316408622902148,0.0898213416409048,0.113744530737148,0.0298929696473234,0.0364942557691152,0.00814060700314005,1.72380909117589e-10,0.718742208800966
"19127FL-02-58_S89_L008",0.00963767303718614,0.110116861938789,0.100034810845284,0.046289447426422,0.0425550041269532,0.045241629082989,2.10443936594546e-08,0.646124552497983
"19127FL-02-05_S82_L008",0.00884088614454942,0.0278886339956831,0.109106221559619,0.0367522764003483,0.0247919429431418,0.0108422671035054,7.5467492372394e-10,0.781777771098479
"19127FL-02-32_S62_L006",0.00326307778027848,0.0843642072836541,0.102271987940938,0.0385518889453691,0.0403946624900272,0.0145598832128004,6.56594120807871e-10,0.716594291690339
"19127FL-02-80_S54_L005",0.00675562575930366,0.0755089063696321,0.145122071440578,0.0430993546518405,0.0382233043406735,0.0123396033094338,4.82131401461662e-10,0.678951133646407
